Category,period,sales,freight_value,total_sales,quantity,volume,baskets
telephony,2018-05-01,22770.8,3780.45,26551.25,219,56.779,205
telephony,2018-06-01,26794.41,4019.23,30813.64,225,69.269,206
telephony,2018-07-01,37711.89,4964.55,42676.44,278,98.257,247
toys,2016-09-01,4465.09,520.99,4986.08,27,78.277,25
toys,2016-12-01,4814.09,756.29,5570.38,43,81.886,43
toys,2017-01-01,9360.35,1181.9,10542.25,66,127.368,61
toys,2017-02-01,12093.48,1909.03,14002.51,103,161.398,100
toys,2017-03-01,13161.61,1933.55,15095.16,112,123.334,102
toys,2017-04-01,22840.76,3494.52,26335.28,201,286.277,197
toys,2017-05-01,15519.34,2773.61,18292.95,159,264.417,153
toys,2017-06-01,24466.82,3660.36,28127.18,206,368.216,200
toys,2017-07-01,18083.78,3136.67,21220.45,182,286.925,169
toys,2017-08-01,31407.31,5681.41,37088.72,298,572.722,273
toys,2017-09-01,34712.91,5103.17,39816.08,292,487.323,281
toys,2017-10-01,63472.03,9396.68,72868.71,489,978.897,447
toys,2017-11-01,57922.1,8709.95,66632.05,450,998.443,425
toys,2017-12-01,22069.13,2932.93,25002.06,166,302.164,159
toys,2018-01-01,14778.93,2275.29,17054.22,146,242.293,137
toys,2018-02-01,23407.4,4311.3,27718.7,234,423.671,222
toys,2018-03-01,22972.6,4165.46,27138.06,201,430.913,192
toys,2018-04-01,32064.44,4703.05,36767.49,224,545.201,217
toys,2018-05-01,21268.11,4084.73,25352.84,190,313.284,177
toys,2018-06-01,17313.27,3373.84,20687.11,158,308.365,151
toys,2018-07-01,17753.05,3321.22,21074.27,170,265.412,155
watches gifts,2016-09-01,3360.24,107.8,3468.04,5,2.181,5
watches gifts,2016-12-01,8086.52,224.31,8310.83,11,5.343,11
watches gifts,2017-01-01,11336.67,575.64,11912.31,35,11.756,33
watches gifts,2017-02-01,27141.92,1314.19,28456.11,82,69.252,77
watches gifts,2017-03-01,23535.78,1686.33,25222.11,98,61.753,91
watches gifts,2017-04-01,37374.9,2384.2,39759.1,134,88.301,125
watches gifts,2017-05-01,29492.63,1981.07,31473.7,124,70.52,118
watches gifts,2017-06-01,36519.76,2763.6,39283.36,167,151.462,156
watches gifts,2017-07-01,36169.01,3421.47,39590.48,213,152.61,196
watches gifts,2017-08-01,47725.59,4342.24,52067.83,269,203.451,256
watches gifts,2017-09-01,65959.53,4973.43,70932.96,314,183.402,287
watches gifts,2017-10-01,97629.57,7940.31,105569.88,468,274.186,429
watches gifts,2017-11-01,71553.72,5651.64,77205.36,366,162.864,345
watches gifts,2017-12-01,75890.14,5932.54,81822.68,372,222.056,339
watches gifts,2018-01-01,62109.28,5949.6,68058.88,333,188.407,313
watches gifts,2018-02-01,99213.98,8946.98,108160.96,434,322.841,420
watches gifts,2018-03-01,92541.57,7609.67,100151.24,502,251.657,471
watches gifts,2018-04-01,118275.86,8680.16,126956.02,632,425.772,592
watches gifts,2018-05-01,92544.36,9076.17,101620.53,487,258.305,453
watches gifts,2018-06-01,95109.59,9769.95,104879.54,523,185.744,509
watches gifts,2018-07-01,73435.06,7204.63,80639.69,422,188.768,398
